,COVID-19 doses (daily),Daily new confirmed deaths due to COVID-19
204,473541.12,304912.8
205,612001.4,257896.78
206,556965.56,323580.94999999995
207,368187.88,358151.56
208,601695.06,277256.3
209,614387.8,256513.94999999998
210,551744.5,306987.05
211,530570.0,469468.95
212,566475.4,351928.86
213,582955.0,349163.2
214,366835.16,411390.3
215,479108.94,340866.27
216,401241.94,290393.14
217,560539.2,374054.04
218,612625.94,384425.22000000003
219,553028.1,518559.2
220,437728.1,1050255.2999999998
221,375030.94,488828.48
222,410877.78,340866.27
223,490615.28,449417.98
224,462431.28,504039.5
225,557714.56,591848.9
226,537233.1,603602.95
227,560891.25,600837.3
228,364390.4,636099.3
229,408339.1,474308.82
230,718812.0,431441.25
231,722490.94,509570.83999999997
232,778767.2,747416.7000000001
233,1066775.5,683115.2999999999
234,316408.44,651310.3999999999
235,313128.12,686572.4
236,261409.2,540684.3999999999
237,743016.6,400327.7
238,564460.06,501965.34
239,680304.25,771616.1
240,713790.56,643013.3999999999
241,542756.1,650619.0
242,294622.53,855277.0
243,322723.2,659607.3
244,903333.94,573180.8
245,1076963.4,591848.9
246,1152583.6,581477.7
247,1147329.4,826237.7
248,665771.94,743268.2000000001
249,502558.84,608442.7999999999
250,424122.84,553129.85
251,728698.1,524090.5
252,1794088.9,593231.74
253,846319.0,761244.9
254,817351.9,658224.46
255,882037.5,1054403.8
256,656428.44,795815.5
257,604332.4,524090.5
258,1075179.9,472234.58
259,696752.44,419687.24
260,1194162.1,635407.87
261,1308668.2,730822.8
262,898135.56,838683.07
263,637606.75,684498.13
264,853545.25,468086.12
265,1392167.6,467394.7
266,1596911.6,506805.19999999995
267,1553157.6,663755.8
268,1589719.4,744651.0
269,1178244.5,553821.2000000001
270,1187034.2,549672.7999999999
271,925074.7,441812.46
272,1675301.5,422452.9
273,1859814.5,478457.3
274,1720745.2,622271.0599999999
275,1791419.2,666521.4299999999
276,1814661.0,530313.2000000001
277,1068037.4,606368.5399999999
278,1815310.4,564883.8
279,1354318.5,397562.06
280,1481548.8,415538.8
281,1581446.1,593923.1499999999
282,1485057.8,466703.3
283,1285779.9,542758.64
284,1605813.2,454949.3
285,1122067.9,342249.07
286,1953504.9,254439.69999999998
287,1081463.2,383042.4
288,1108468.6,457023.53
289,1527303.8,422452.9
290,2088571.4,349854.62
291,2047812.4,416921.62
292,1396606.2,253056.87999999998
293,1277211.4,255131.12999999998
294,1349196.0,325655.19999999995
295,1171886.8,434206.9
296,2247072.0,324272.36
297,1338165.1,391339.36000000004
298,1311919.2,282096.2
299,1351192.6,271033.6
300,1465499.9,191521.2
301,1488592.6,221251.93000000002
302,1525469.5,335334.96
303,1667532.5,304221.39999999997
304,1291334.9,305604.22
305,1253186.0,400327.7
306,1435031.5,176310.14
307,1520009.1,210880.74000000002
308,1323881.1,284170.45
309,1258146.6,311135.52999999997
310,1264764.4,281404.8
311,1378207.8,230240.28999999998
312,1336053.1,193595.44
313,1202535.9,156259.18
314,1304440.2,171470.24
315,1366798.2,134825.40000000002
316,1522392.0,212954.97999999998
317,1340424.1,261353.85
318,1261262.2,206040.86
319,1159253.2,202583.80000000002
320,1186393.2,137591.05
321,1356098.8,150727.88
322,1609962.8,154184.94
323,1727559.2,179075.78
324,1454774.6,171470.24
325,1721145.1,152110.69999999998
326,1507131.0,139665.28
327,1505461.9,110625.97
328,1568551.0,147270.81
329,1533157.6,115465.84999999999
330,1541655.9,126528.43999999999
331,1458549.6,228166.06
332,1695186.6,174927.31
333,1513871.2,141048.1
334,1450623.6,99563.37
335,2025624.1,120305.73999999999
336,2047429.1,126528.43999999999
337,1652582.1,151419.28
338,1607280.5,172853.07
339,1793120.2,147270.81
340,1674947.1,116848.68
341,1464630.4,85043.70999999999
342,1439765.2,100946.195
343,1387041.5,114083.03
344,1358958.2,112008.79
345,1385567.4,128602.68
346,1391387.0,188755.56
347,1270731.6,118231.5
348,1726702.5,94032.06999999999
349,1782142.4,118231.5
350,1825146.5,99563.37
351,1859021.2,113391.615
352,1815831.0,123071.39
353,1548822.9,127219.85999999999
354,1492665.0,126528.43999999999
355,1345700.9,104403.26
356,1489741.6,127219.85999999999
357,1465160.2,98180.55
358,1495603.6,107860.31
359,1405112.0,127219.85999999999
360,1575858.0,132059.74000000002
361,1667920.2,85735.12
362,1796072.0,80895.23999999999
363,1927359.9,109243.14
364,2043684.4,89192.18
365,2211847.0,139665.28
366,2260791.5,139665.28
367,2016043.1,156259.18
368,1789093.5,85043.70999999999
369,1662583.9,70524.05
370,2119673.0,106477.48999999999
371,2135709.5,94723.485
372,1937203.1,123071.39
373,2077002.9,111317.374
374,2657350.5,150036.47
375,1538822.9,86426.534
376,1444168.5,67066.99
377,1632865.1,95414.89
378,1721238.1,75363.94
379,1720489.2,99563.37
380,1668698.5,101637.59999999999
381,2055880.5,95414.89
382,1839671.8,87117.95
383,1863341.9,105094.664
384,1975616.4,120997.146
385,1991867.2,102329.01599999999
386,1971390.4,87117.95
387,2499577.2,106477.48999999999
388,2375728.8,89883.59599999999
389,2310303.5,99563.37
390,2304207.8,86426.534
391,2504623.5,83660.886
392,2594226.0,199126.74
393,2571842.5,136899.63999999998
394,2332474.8,154184.94
395,1907963.6,142430.93000000002
396,1788615.9,150727.88
397,1735185.4,96797.72
398,1577021.8,114083.03
399,1632985.6,152110.69999999998
400,1683568.4,139665.28
401,1643906.1,166630.36000000002
402,2049102.1,203966.62
403,1742669.9,183224.26
404,1304246.8,128602.68
405,1579535.9,120997.146
406,1632041.6,191521.2
407,1356629.6,237154.41
408,1526592.6,201200.98
409,2226137.8,531696.0
410,1951363.1,280021.97000000003
411,1844401.6,188064.13999999998
412,1696075.8,185989.90000000002
413,1441103.4,247525.6
414,1470003.6,256513.94999999998
415,1729167.9,310444.12
416,1932787.2,228857.46000000002
417,1741972.1,262736.68
418,2173694.2,224708.99
419,2344069.8,200509.56
420,1696240.1,230240.28999999998
421,1616402.0,240611.47999999998
422,1386730.4,264119.48000000004
423,1393969.0,255131.12999999998
424,1329036.5,270342.19999999995
425,1253544.5,224708.99
426,1221036.0,216412.04
427,1340567.1,236463.0
428,1516401.5,268267.96
429,1428252.5,213646.4
430,1319016.6,254439.69999999998
431,1260421.4,256513.94999999998
432,1267762.8,220560.52000000002
433,1475912.0,203275.19999999998
434,1822192.9,220560.52000000002
435,1764433.9,369214.15
436,1657407.9,271725.02999999997
437,1645563.4,251674.05999999997
438,1643713.8,293158.8
439,1578731.4,194286.85
440,1486865.6,170778.83
441,1316817.2,322889.54
442,1360686.2,406550.39999999997
443,1424197.4,301455.77
444,1440940.5,291775.97
445,1428213.5,255131.12999999998
446,1337487.9,248217.0
447,1408753.5,132751.15000000002
448,1440367.2,283479.03
449,2484209.5,313901.2
450,2711011.0,177692.94999999998
451,2785172.0,445269.5
452,3293839.2,338792.03
453,2653539.0,365757.1
454,3059944.5,132751.15000000002
455,2940420.5,246142.77000000002
456,2161329.5,177692.94999999998
457,2139996.0,173544.48
458,1364651.5,105094.664
459,2006744.4,166630.36000000002
460,1214332.8,103711.84
461,1383624.9,105786.08
462,1213603.6,206040.86
463,1797477.4,80895.23999999999
464,1397557.6,83660.886
465,1505959.1,733588.46
466,1153200.6,68449.81999999999
467,1114507.0,45633.21
468,1439560.0,70524.05
469,1406056.1,99563.37
470,1280406.4,59461.456000000006
471,980245.94,64301.34
472,1086787.2,47707.446
473,806915.9,49090.274000000005
474,808430.9,17285.308
475,868774.06,36644.85
476,950438.94,23508.018
477,970971.4,20742.368000000002
478,941672.75,45633.21
479,906614.6,52547.332
480,963698.2,92649.244
481,889569.94,15211.07
482,792760.4,100946.195
483,851314.2,12445.421
484,939796.75,20742.368000000002
485,1035303.75,13136.833
486,1027206.1,29039.316
487,962075.06,52547.332
488,858802.75,23508.018
489,987499.4,118922.91
490,1003884.1,13828.246000000001
491,1557086.6,9679.771999999999
492,1566518.6,33187.788
493,1125236.6,15902.481999999998
494,1078481.2,56004.394
495,1046104.8,8296.947
496,1023150.8,86426.534
497,992037.56,24890.842
498,1014900.56,13136.833
499,1037436.06,4839.8859999999995
500,1005703.7,6914.1230000000005
501,1033365.6,51164.507999999994
502,874258.5,11062.597
503,631023.6,62227.104
504,690380.06,6222.7105
505,641941.1,22125.194
506,658971.1,11754.009
507,626002.94,6222.7105
508,586816.25,35262.026000000005
509,581595.5,5531.2985
510,580695.5,20742.368000000002
511,592323.06,26965.078
512,622324.4,11754.009
513,662802.9,14519.658
514,653142.9,57387.21799999999
515,655836.1,38027.674
516,557722.9,11754.009
517,760982.56,18668.132
518,817510.25,27656.492000000002
519,1376396.4,15902.481999999998
520,1353116.0,6222.7105
521,1394642.0,1382.8246
522,1366495.5,31113.552
523,1258996.4,3457.0615000000003
524,710019.56,11754.009
525,716460.1,9679.771999999999
526,801708.94,4839.8859999999995
527,831801.8,69141.23
528,836640.2,1382.8246
529,851396.2,76055.34999999999
530,803524.2,9679.771999999999
531,600090.2,14519.658
532,752593.2,15211.07
533,724135.4,21433.78
534,767289.4,35262.026000000005
535,730614.56,15902.481999999998
536,796125.5,94032.06999999999
537,814149.5,45633.21
538,1456982.4,8988.36
539,1472321.9,15211.07
540,1528782.9,31804.963999999996
541,1479960.2,40101.912000000004
542,1467642.9,24890.842
543,1516454.9,24199.43
544,1461716.9,15902.481999999998
545,908366.1,11062.597
546,965159.25,19359.543999999998
547,963155.25,37336.264
548,965646.25,29730.728000000003
549,1126403.6,35262.026000000005
550,910990.56,37336.264
551,878772.56,11062.597
552,870565.3,12445.421
553,794145.9,15211.07
554,972371.4,29039.316
555,988880.1,29730.728000000003
556,1019815.6,25582.253999999997
557,820166.94,29730.728000000003
558,787992.94,28347.904
559,995426.6,15211.07
560,1025981.3,24199.43
561,1129833.4,49090.274000000005
562,1043753.56,22125.194
563,1042864.56,23508.018
564,1045370.56,16593.894
565,1005353.56,8988.36
566,994734.75,14519.658
567,1025511.3,21433.78
568,1004790.1,42176.15
569,997021.06,24199.43
570,974206.7,11062.597
571,964444.7,9679.771999999999
572,944345.7,48398.86
573,4158775.5,24199.43
574,4178162.5,23508.018
575,4184597.5,20050.956000000002
576,4248979.5,49781.684
577,4176175.8,14519.658
578,4168017.8,24199.43
579,4148906.8,16593.894
580,1430807.5,27656.492000000002
581,1822731.6,9679.771999999999
582,1820809.9,22125.194
583,1483650.6,29730.728000000003
584,1405809.4,13828.246000000001
585,1403465.4,11754.009
586,1403073.4,7605.535
587,1272732.9,49090.274000000005
588,1273324.9,29730.728000000003
589,1212643.9,22125.194
590,1211618.9,17976.72
591,1269151.0,29039.316
592,1224036.2,9679.771999999999
593,1204465.2,13828.246000000001
594,1305753.8,72598.286
595,1324564.5,13136.833
596,1325881.5,15902.481999999998
597,1322107.2,17285.308
598,1316711.2,9679.771999999999
599,1315014.2,26273.666
600,1665945.8,5531.2985
601,1389743.5,92649.244
602,1405275.9,24199.43
603,1140032.9,11062.597
604,1147652.9,12445.421
605,1143693.9,7605.535
606,1127835.9,18668.132
607,1122499.9,7605.535
608,997743.3,85043.70999999999
609,1021219.1,11754.009
610,1039661.1,23508.018
611,965371.75,6222.7105
612,963449.75,10371.184000000001
613,963889.75,17976.72
614,952384.75,2765.6492
615,932474.25,50473.098
616,938383.4,2074.2367
617,943086.3,4839.8859999999995
618,940754.7,11754.009
619,940047.7,9679.771999999999
620,937069.7,8988.36
621,930700.0,6914.1230000000005
622,809013.94,35953.44
623,810186.94,2765.6492
624,798822.2,2765.6492
625,811114.2,6914.1230000000005
626,810353.2,10371.184000000001
627,763420.06,7605.535
628,755119.06,6914.1230000000005
629,742250.9,29730.728000000003
630,874270.5,1382.8246
631,880801.5,67758.4
632,874993.5,5531.2985
633,878730.5,2765.6492
634,879578.25,7605.535
635,864125.25,2765.6492
636,884659.8,6222.7105
637,895363.06,1382.8246
638,896532.94,20742.368000000002
639,899610.25,13828.246000000001
640,896460.25,8988.36
641,893881.25,8988.36
642,881837.2,0.0
643,788860.44,4839.8859999999995
644,806972.44,2074.2367
645,796615.5,4839.8859999999995
646,797024.5,20050.956000000002
647,797017.5,11062.597
648,795516.5,2765.6492
649,788901.5,691.4123
650,655725.6,17285.308
651,663588.6,1382.8246
652,664671.6,691.4123
653,664218.6,28347.904
654,664129.6,691.4123
655,663919.6,1382.8246
656,655818.6,691.4123
657,645015.3,17976.72
658,679339.2,691.4123
659,683911.7,691.4123
660,683847.7,20050.956000000002
661,683755.7,1382.8246
662,678738.7,2765.6492
663,678738.7,3457.0615000000003
664,974990.9,6914.1230000000005
665,988595.94,0.0
666,989181.7,691.4123
667,988652.06,20742.368000000002
668,992561.1,691.4123
669,994097.1,691.4123
670,985580.1,0.0
671,1223795.0,4148.4735
672,1238130.4,691.4123
673,1261453.8,3457.0615000000003
674,1302466.4,4839.8859999999995
675,1229157.8,14519.658
676,1224998.0,691.4123
677,1225233.5,0.0
678,1269972.4,6914.1230000000005
679,1269450.4,1382.8246
680,1272052.1,1382.8246
681,1272356.6,11062.597
682,1271897.6,2074.2367
683,1270957.6,0.0
684,1266000.6,691.4123
685,935826.94,1382.8246
686,942239.94,1382.8246
687,921339.2,691.4123
688,922213.2,36644.85
689,922213.2,1382.8246
690,1190481.9,1382.8246
691,1184249.9,691.4123
692,1356128.4,6914.1230000000005
693,1086366.6,2074.2367
694,1086986.2,1382.8246
695,1087999.2,8296.947
696,1014083.1,3457.0615000000003
697,1009588.6,691.4123
699,1190420.0,2074.2367
700,1197692.8,4148.4735
701,1192044.8,691.4123
702,1190883.8,38027.674
703,1159436.1,691.4123
704,1158494.1,0.0
705,1153365.1,0.0
706,916442.06,2765.6492
707,916442.06,691.4123
708,919941.56,691.4123
709,921183.56,36644.85
710,910245.25,0.0
711,908759.25,2074.2367
712,902836.25,4148.4735
713,645478.75,7605.535
714,652005.75,3457.0615000000003
715,653390.7,0.0
716,655143.7,7605.535
717,655070.7,0.0
718,653640.7,0.0
719,647023.7,1382.8246
720,822332.06,8296.947
721,830824.5,3457.0615000000003
722,841215.06,0.0
723,841629.06,20050.956000000002
724,841241.06,3457.0615000000003
725,839942.06,1382.8246
726,833483.06,691.4123
727,1766185.0,8296.947
728,1772643.0,2765.6492
729,1772472.0,691.4123
730,1773381.0,0.0
731,1774386.0,22816.606
732,1771944.0,2074.2367
733,1766594.0,2765.6492
734,1341765.6,4839.8859999999995
735,1288931.4,691.4123
736,1289495.5,0.0
737,1289252.5,25582.253999999997
738,1288493.2,1382.8246
739,1286084.2,1382.8246
740,1281067.2,1382.8246
741,1376793.6,10371.184000000001
742,1381161.9,691.4123
743,1382665.9,691.4123
744,1381560.8,60152.869999999995
745,1381712.8,2074.2367
746,1380283.8,2074.2367
747,1376229.8,1382.8246
748,1043713.1,7605.535
749,1062606.6,2074.2367
750,1064994.1,691.4123
751,1065642.1,13136.833
752,1063600.1,691.4123
753,1060574.1,3457.0615000000003
754,1060721.1,0.0
755,631474.94,13828.246000000001
756,631474.94,2765.6492
757,637999.5,691.4123
758,637668.5,691.4123
759,640886.5,1382.8246
760,639641.5,1382.8246
761,638785.5,2074.2367
762,639778.94,6222.7105
763,648299.7,691.4123
764,648299.7,0.0
765,648299.7,1382.8246
767,648299.7,2765.6492
768,648299.7,4148.4735
769,630090.9,3457.0615000000003
770,617498.94,691.4123
771,621161.75,2074.2367
772,621161.75,691.4123
773,621161.75,3457.0615000000003
774,618310.75,1382.8246
775,618310.75,691.4123
776,545291.75,6914.1230000000005
777,545291.75,691.4123
778,545291.75,0.0
779,545291.75,2074.2367
781,545291.75,1382.8246
783,445386.28,8988.36
784,445873.06,6222.7105
785,445291.47,2765.6492
786,445291.47,0.0
787,445291.47,14519.658
788,445291.47,3457.0615000000003
789,445291.47,6222.7105
790,432248.53,13136.833
791,432248.53,1382.8246
792,432237.88,1382.8246
794,432237.88,0.0
795,432237.88,2765.6492
796,432237.88,2074.2367
797,785633.3,6914.1230000000005
798,785633.3,4839.8859999999995
799,572566.44,4148.4735
800,572566.44,691.4123
801,572566.44,1382.8246
802,572566.44,2074.2367
803,571868.06,1382.8246
804,597267.0,6222.7105
805,597267.0,691.4123
806,597235.8,0.0
807,597235.8,2074.2367
809,597235.8,2765.6492
811,640111.44,13136.833
812,640987.1,0.0
813,639985.94,0.0
816,639985.94,691.4123
818,616629.25,4839.8859999999995
819,616629.25,691.4123
820,521637.22,0.0
821,521637.22,691.4123
822,521699.22,2765.6492
823,521699.22,3457.0615000000003
824,521699.22,0.0
825,435970.03,3457.0615000000003
826,435970.03,691.4123
827,435821.25,0.0
828,435821.25,691.4123
830,435821.25,5531.2985
831,435821.25,1382.8246
832,661692.25,8296.947
833,661692.25,0.0
834,661712.25,691.4123
835,661712.25,0.0
837,661712.25,5531.2985
839,610047.9,2765.6492
840,610047.9,2074.2367
841,610236.75,0.0
842,618197.75,691.4123
843,618197.75,0.0
844,618197.75,4839.8859999999995
845,618197.75,2074.2367
846,964681.4,8296.947
847,964681.4,0.0
848,964757.5,691.4123
849,964757.5,0.0
851,964757.5,6914.1230000000005
853,814353.44,6222.7105
854,814353.44,691.4123
855,814309.56,0.0
857,814309.56,691.4123
858,814309.56,2074.2367
860,422603.2,2074.2367
861,422603.2,0.0
862,422511.75,0.0
863,422511.75,1382.8246
864,422511.75,691.4123
867,381017.66,5531.2985
868,381017.66,0.0
869,381026.94,0.0
870,381026.94,691.4123
872,381026.94,9679.771999999999
874,336260.44,7605.535
875,336260.44,0.0
876,336230.56,0.0
877,336230.56,691.4123
879,336230.56,2074.2367
881,462634.84,9679.771999999999
882,462634.84,0.0
883,432249.3,0.0
886,432249.3,1382.8246
887,432249.3,691.4123
888,458349.94,11062.597
889,458349.94,0.0
890,458349.94,691.4123
891,458232.78,691.4123
892,458232.78,0.0
895,1121263.6,9679.771999999999
896,1121263.6,0.0
897,1121302.1,691.4123
898,1121302.1,0.0
902,1116415.6,3457.0615000000003
903,1116415.6,0.0
904,1116598.4,0.0
905,1116598.4,691.4123
909,1108383.8,2765.6492
910,1099371.1,0.0
911,1099200.1,0.0
912,1099200.1,691.4123
915,1099200.1,1382.8246
916,393683.88,6222.7105
917,393683.88,0.0
918,393633.47,0.0
923,367582.53,3457.0615000000003
924,367582.53,0.0
925,367571.8,0.0
926,367571.8,691.4123
930,366523.8,6914.1230000000005
931,366523.8,0.0
932,366513.94,0.0
934,366513.94,691.4123
935,366513.94,1382.8246
937,265129.88,4839.8859999999995
938,265129.88,0.0
939,282108.44,0.0
941,282108.44,1382.8246
944,251110.22,2074.2367
945,251110.22,0.0
951,215791.53,2765.6492
952,215791.53,0.0
963,215791.53,1382.8246
964,215791.53,691.4123
965,214715.67,691.4123
966,214715.67,0.0
972,163653.22,0.0
974,150723.16,0.0
977,150723.16,691.4123
979,150465.92,691.4123
980,150465.92,0.0
986,162074.83,0.0
987,162074.83,4839.8859999999995
993,176626.97,0.0
994,176626.97,691.4123
998,176626.97,1382.8246
1000,173846.7,0.0
1005,173846.7,1382.8246
1007,173832.6,0.0
1014,170591.48,0.0
1020,170591.48,691.4123
1021,157883.52,0.0
1022,157883.52,1382.8246
1028,190984.67,0.0
1029,190984.67,2074.2367
1035,155201.5,0.0
1036,155201.5,1382.8246
1042,82982.055,6222.7105
1043,82982.055,0.0
1049,85272.14,691.4123
1050,85272.14,0.0
1056,83187.32,691.4123
1057,83187.32,0.0
1063,76767.02,691.4123
1064,76767.02,0.0
1070,76767.02,1382.8246
1077,52894.688,3457.0615000000003
1078,52894.688,0.0
1084,52858.47,4148.4735
1085,52858.47,0.0
1091,49545.582,3457.0615000000003
1092,49545.582,0.0
1098,49545.582,1382.8246
1103,49545.582,691.4123
1133,0.0,4839.8859999999995
1134,0.0,0.0
1140,0.0,5531.2985
1145,0.0,691.4123
1154,0.0,1382.8246
1182,0.0,2765.6492
1336,0.0,8988.36
1358,60.0,2121929.6
1359,78.0,1768274.7000000002
1360,42.0,1414619.7
1361,61.0,1768274.7000000002
1362,36.0,1414619.7
1363,42.0,1768274.7000000002
1364,36.0,2475584.5
1366,30.0,2121929.6
1367,1348.0,5304824.0
1368,1128.0,6365789.0
1369,3461.0,1414619.7
1370,2302.0,2829239.4
1371,5356.0,3890204.1999999997
1372,2900.0,5304824.0
1373,1827.0,4597514.0
1374,13925.0,2829239.4
1375,19525.0,2121929.6
1376,16617.0,3890204.1999999997
1377,17023.0,2829239.4
1378,13010.0,2121929.6
1379,7386.0,2121929.6
1380,13826.0,3182894.5
1381,14880.0,3182894.5
1382,10791.0,3182894.5
1383,10163.0,3182894.5
1384,8134.0,2829239.4
1385,6134.0,2121929.6
1386,13685.0,2475584.5
1387,10134.0,1768274.7000000002
1388,10218.0,1414619.7
1389,8065.0,707309.84
1390,13029.0,1060964.8
1391,4066.0,707309.84
1392,22075.0,1768274.7000000002
1393,10923.0,2121929.6
1394,8353.0,1768274.7000000002
1395,8713.0,2121929.6
1396,8236.0,2121929.6
1397,16773.0,353654.92
1398,19620.0,1414619.7
1399,23655.0,1060964.8
1400,17125.0,1060964.8
1401,19886.0,353654.92
1402,19197.0,707309.84
1403,15642.0,1060964.8
1404,13467.0,353654.92
1405,11073.0,1060964.8
1406,3234.0,707309.84
1407,12959.0,1060964.8
1408,9548.0,353654.92
1409,10169.0,1414619.7
1410,5662.0,1414619.7
1411,14992.0,1060964.8
1412,8864.0,1060964.8
1414,5932.0,353654.92
1415,5103.0,707309.84
1416,8519.0,353654.92
1417,10057.0,707309.84
1418,4257.0,353654.92
1419,3881.0,353654.92
1420,5058.0,0.0
1421,6310.0,0.0
1422,6564.0,353654.92
1423,6497.0,0.0
1424,7228.0,0.0
1425,4587.0,0.0
1426,1562.0,353654.92
1427,6105.0,0.0
1428,5895.0,0.0
1429,5797.0,0.0
1430,8401.0,353654.92
1431,9140.0,0.0
1432,11377.0,0.0
1433,11445.0,353654.92
1434,10012.0,0.0
1435,12059.0,0.0
1436,12536.0,0.0
1437,6452.0,0.0
1438,7013.0,0.0
1439,5531.0,0.0
1440,5982.0,0.0
1441,5600.0,0.0
1442,5634.0,0.0
1443,5257.0,0.0
1444,4854.0,0.0
1445,1394.0,0.0
1446,6432.0,0.0
1447,6433.0,0.0
1448,7832.0,0.0
1449,8609.0,0.0
1450,7934.0,0.0
1451,7093.0,0.0
1452,2230.0,0.0
1453,13029.0,0.0
1454,14332.0,0.0
1455,11078.0,353654.92
1456,8086.0,0.0
1457,4154.0,0.0
1458,9674.0,0.0
1459,8879.0,0.0
1460,7765.0,0.0
1461,8631.0,0.0
1462,9556.0,707309.84
1463,9585.0,353654.92
1464,3414.0,707309.84
1465,9950.0,707309.84
1466,9677.0,353654.92
1467,9263.0,0.0
